sep=;
Schulnummer;Anzahl;
"196228";"792";
"196230";"413";
"196241";"348";
"196253";"184";
"196289";"964";
"196290";"816";
"196423";"908";
"196435";"299";
"196447";"342";
"196459";"279";
"196472";"26";
"196484";"934";
"196496";"283";
"196502";"48";
"196526";"208";
"196538";"424";
"196540";"303";
"196551";"414";
"196563";"325";
"196599";"186";
"196605";"131";
"196617";"126";
"196630";"178";
"196642";"414";
"196654";"991";
"196666";"805";
"196678";"398";
"196680";"463";
"196691";"314";
"196708";"412";
"196710";"975";
"196721";"1046";
"196745";"850";
"196757";"1168";
"196770";"465";
"196794";"935";
"196800";"515";
"196812";"542";
"196824";"1147";
"196836";"312";
"196848";"467";
"196850";"462";
"196861";"779";
"196873";"467";
"196885";"743";
"196903";"606";
"196915";"1263";
"196927";"638";
"196940";"928";
"196976";"381";
"196988";"470";
"197014";"443";
"197026";"436";
"197038";"514";
"197051";"187";
"197063";"375";
"197105";"442";
"197117";"349";
"197129";"375";
"197130";"762";
"197142";"605";
"197154";"1081";
"197178";"458";
"197180";"449";
"197191";"815";
"197208";"483";
"197210";"493";
"197221";"816";
"197233";"581";
"197245";"747";
"197257";"595";
"197282";"616";
"197300";"384";
"197312";"832";
"197348";"917";
"197350";"803";
"197361";"912";
"197373";"323";
"197385";"209";
"197397";"1384";
"197403";"38";
"197427";"35";
"197439";"74";
"197440";"389";
"197464";"385";
"197476";"319";
"197488";"548";
"197490";"902";
"197518";"202";
"197520";"152";
"197567";"363";
"197579";"241";
"197580";"489";
"197609";"794";
"197622";"1119";
"197634";"984";
"197658";"1062";
"197660";"542";
"197683";"945";
"197695";"568";
"197701";"721";
"197725";"603";
"197737";"1119";
"197749";"974";
"197750";"805";
"197762";"805";
"197774";"778";
"197786";"477";
"197798";"903";
"197804";"466";
"197816";"1219";
"197830";"262";
"197841";"144";
"197853";"96";
"197865";"393";
"197877";"787";
"197890";"889";
"197907";"1051";
"197932";"401";
"197944";"567";
"197956";"350";
"197968";"266";
"197981";"425";
"197993";"771";
"198006";"898";
"198018";"504";
"198020";"502";
"198043";"465";
"198067";"494";
"198080";"361";
"198092";"825";
"198110";"637";
"198122";"446";
"198146";"1156";
"198158";"1081";
"198160";"1177";
"198171";"1242";
"198195";"473";
"198201";"1061";
"198213";"962";
"198225";"421";
"198237";"1354";
"198249";"502";
"198250";"329";
"198262";"1249";
"198274";"765";
"198286";"430";
"198298";"942";
"198304";"458";
"198316";"447";
"198328";"365";
"198330";"380";
"198341";"279";
"198353";"89";
"198365";"82";
"198389";"562";
"198390";"514";
"198407";"182";
"198419";"343";
"198420";"734";
"198432";"301";
"198444";"750";
"198468";"135";
"198470";"87";
"198481";"182";
"198493";"821";
"198500";"17";
"198511";"349";
"198523";"271";
"198535";"120";
"198547";"458";
"198560";"210";
"198572";"416";
"198584";"73";
"198602";"485";
"198626";"782";
"198638";"506";
"198651";"250";
"198675";"1072";
"198699";"1048";
"198705";"1320";
"198717";"733";
"198729";"1270";
"198730";"1099";
"198742";"810";
"198754";"435";
"198766";"1004";
"198778";"478";
"198780";"434";
"198791";"472";
"198808";"454";
"198810";"302";
"198821";"769";
"198833";"538";
"198845";"244";
"198857";"339";
"198870";"562";
"198882";"469";
"198894";"1293";
"198912";"861";
"198948";"281";
"198950";"1041";
"198961";"656";
"198973";"746";
"198985";"963";
"198997";"1044";
"199000";"927";
"199011";"1212";
"199023";"1093";
"199035";"333";
"199047";"475";
"199059";"592";
"199084";"739";
"199096";"880";
"199102";"328";
"199114";"1245";
"199138";"249";
"199140";"771";
"199163";"957";
"199175";"872";
"199187";"392";
"199199";"458";
"199205";"73";
"199217";"396";
"199229";"738";
"199230";"326";
"199242";"530";
"199254";"238";
"199266";"319";
"199278";"186";
"199280";"53";
"199291";"778";
"199310";"852";
"199321";"105";
"199333";"1017";
"199345";"180";
"199357";"311";
"199369";"189";
"199370";"100";
"199400";"392";
"199412";"455";
"199436";"868";
"199450";"553";
"199461";"675";
"199497";"1013";
"199503";"1020";
"199515";"1144";
"199527";"510";
"199539";"318";
"199540";"334";
"199552";"347";
"199564";"597";
"199576";"93";
"199588";"148";
"199590";"499";
"199606";"912";
"199620";"802";
"199631";"1185";
"199643";"77";
"199655";"215";
"199667";"110";
"199679";"188";
"199680";"1164";
"199692";"12";
"199709";"100";
"199710";"361";
"199734";"299";
"199746";"242";
"199758";"316";
"199760";"65";
"199771";"214";
"199795";"907";
"199801";"921";
"199813";"761";
"199825";"848";
"199837";"799";
"199849";"224";
"199850";"294";
"199862";"402";
"199874";"606";
"199886";"1233";
"199898";"530";
"199904";"875";
"199916";"810";
"199930";"742";
"199941";"1015";
"199953";"232";
"199965";"513";
"199977";"984";
"199989";"645";
"199990";"302";
